"","LB0R1","LB0R2","LB0R3","LB1R1","LB1R2","LB1R3","M9LQR1","M9LQR2","M9LQR3","M9SFR1","M9SFR2","M9SFR3"
"ACIAD_RS00165",45.9806998754805,41.6074989708328,44.2921186987655,32.9758289177283,51.3013696418169,43.732080264347,35.9848123098563,27.0120783943186,16.5121198527205,36.4054765611643,25.1685672353347,29.0002233246585
"ACIAD_RS00170",11.7041781501223,19.005894591615,14.3298031084241,13.4901118299797,19.459140208965,16.292343627894,17.9924061549282,18.908454876023,6.60484794108818,14.6173504374372,10.2538607255067,12.6087927498515
"ACIAD_RS00175",7.52411452507862,10.2734565360081,5.21083749397242,11.9912105155375,8.84506373134775,2.57247530966747,5.14068747283662,18.908454876023,13.2096958821764,8.54977101057646,6.52518409804974,8.32180321490202
"ACIAD_RS00180",4.18006362504368,7.70509240200607,9.11896561445173,8.99340788665316,4.42253186567387,2.57247530966747,10.2813749456732,13.5060391971593,9.90727191163228,7.17077568628994,6.52518409804974,7.06092393991686
"ACIAD_RS00185",12.540190875131,6.67774674840526,2.60541874698621,11.9912105155375,6.19154461194342,6.85993415911325,10.2813749456732,10.8048313577275,6.60484794108818,7.72237381600454,4.66084578432125,9.58268248988717
"ACIAD_RS00190",4.18006362504368,7.70509240200607,2.60541874698621,11.9912105155375,4.42253186567387,2.57247530966747,23.1330936277648,10.8048313577275,9.90727191163228,10.4803644645776,6.52518409804974,5.04351709994062
"ACIAD_RS00195",8.36012725008736,8.73243805560688,6.51354686746552,5.99560525776877,5.30703823880865,5.14495061933494,7.71103120925493,18.908454876023,13.2096958821764,23.7187195777282,13.9825373529637,12.1044410398575
"ACIAD_RS00200",99.4855142760395,75.5099055396595,99.0059123854759,107.920894639838,56.6084078806256,66.8843580513542,38.5551560462746,56.7253646280691,59.4436314697937,71.1561587331847,84.8273932746467,79.6875701790617
"ACIAD_RS00205",16.7202545001747,14.8965119772117,11.7243843614379,20.9846184021907,11.4985828507521,12.0048847784482,51.4068747283662,62.1277803069329,46.2339355876173,15.1689485671518,15.8468756666922,18.6610132697803
"ACIAD_RS00210",54.3408271255678,38.0117891832299,33.8704437108207,47.9648420621502,67.2224843582429,60.0244238922409,439.528778927531,380.870305359893,293.915733378424,75.017345641187,55.9301494118549,76.4092840641003
"ACIAD_RS00215",261.671982927734,236.803173154987,233.184977855266,331.257190491725,263.582899194163,240.955187338853,809.658276971768,850.880469421037,733.138121460789,215.123270588698,214.398906078777,192.662353217731
"ACIAD_RS00220",104.501590626092,68.3184859644538,79.4652717830794,145.393427500893,97.2957010448252,62.5968992019084,35.9848123098563,48.6217411097736,42.9315116170732,41.0940606637385,31.6937513333845,40.0959609445279
"ACIAD_RS00225",227.395461202376,192.627310050152,173.260346674583,196.356072191927,217.588567791155,181.788255216501,331.574341997962,348.45581128671,376.476332642027,118.317798823784,133.300189431588,119.279179413596
"ACIAD_RS00230",238.26362662749,245.021938383793,303.531284023893,328.25938786284,223.780112403098,288.974726452646,729.9776211428,640.186257945352,505.270867493246,242.703177074429,241.431811627841,281.93260588668
"ACIAD_RS00235",72.73310707576,72.4278685788571,87.281528024038,98.9274867531848,63.6844588657038,58.3094403524626,107.954436929569,86.4386508618197,99.0727191163228,81.0849250680477,72.7091942354114,66.8266015742131
"ACIAD_RS00240",177.234697701852,153.588175213321,165.444090433624,146.892328815335,165.402691776203,205.798024773398,35.9848123098563,45.9205332703417,39.6290876465291,73.3625512520432,70.8448559216829,94.8181214788836
"ACIAD_RS00245",1169.58180228722,1074.60355366645,420.775127638273,385.217637811644,1468.28057940373,430.460868484356,64.2585934104577,59.426572467501,89.1654472046905,47.1616400905992,32.6259204902487,39.3394333795368
