gene,tag,target_id,LB0R1,LB0R2,LB0R3,LB1R1,LB1R2,LB1R3,M9LQR1,M9LQR2,M9LQR3,M9SFR1,M9SFR2,M9SFR3
tatC,ACIAD0521,lcl|CR543861.1_cds_CAG67447.1_462,6.8603,10.9196,11.7952,0.0,8.24065,7.73212,19.3369,29.31,23.6291,12.5299,22.1263,12.4981
tatB,ACIAD0522,lcl|CR543861.1_cds_CAG67448.1_463,18.5726,16.3618,6.85774,3.66173,21.7264,13.6498,30.8447,53.9544,47.4579,33.8945,39.5473,34.558
tatA,ACIAD0523,lcl|CR543861.1_cds_CAG67449.1_464,48.0218,24.9241,34.7816,12.2033,17.2741,31.5826,12.9027,30.0509,40.3076,19.0466,17.03,9.09172
N/A,ACIAD0524,lcl|CR543861.1_cds_CAG67450.1_465,25.8093,29.7828,30.9799,32.0952,22.6005,30.3958,12.9715,15.1223,47.0018,26.4427,23.9418,24.5039
N/A,ACIAD0525,lcl|CR543861.1_cds_CAG67451.1_466,133.757,180.417,247.339,133.851,226.097,271.222,239.601,82.3819,74.6697,180.029,203.986,137.197
N/A,ACIAD0526,lcl|CR543861.1_cds_CAG67452.1_467,57.9011,37.7731,49.628,66.4936,47.2196,63.9207,9.07978,7.94119,13.8866,87.8777,62.8368,71.8353
N/A,ACIAD0527,lcl|CR543861.1_cds_CAG67453.1_468,820.03,587.593,797.659,833.518,762.546,770.631,1698.85,1652.65,1975.95,1593.41,1802.07,1430.76
metW,ACIAD0528,lcl|CR543861.1_cds_CAG67454.1_469,725.48,902.219,1049.06,655.679,777.461,1029.16,1773.14,1603.67,1837.78,2452.24,2259.16,2429.99
metX,ACIAD0529,lcl|CR543861.1_cds_CAG67455.1_470,199.455,173.404,196.107,247.461,196.151,198.686,82.623,99.0167,147.107,126.165,154.78,125.953
leuA,ACIAD0530,lcl|CR543861.1_cds_CAG67456.1_471,141.528,155.941,166.352,205.935,148.5,142.662,123.301,128.614,181.722,142.716,134.823,127.228
piuC,ACIAD0531,lcl|CR543861.1_cds_CAG67457.1_472,43.4074,54.498,48.4764,39.8227,62.3903,30.5704,42.1516,90.5458,50.8848,57.3536,71.864,49.2522
N/A,ACIAD0532,lcl|CR543861.1_cds_CAG67458.1_473,87.515,102.418,45.8438,51.7181,77.6227,38.0045,26.6934,33.7527,41.4277,224.814,138.562,183.819
tig,ACIAD0533,lcl|CR543861.1_cds_CAG67459.1_474,645.596,524.476,578.598,770.126,613.144,691.593,62.6941,71.9101,46.9556,291.384,243.064,348.172
clpP,ACIAD0534,lcl|CR543861.1_cds_CAG67460.1_475,780.33,780.848,719.294,644.941,735.776,750.502,1696.18,1389.63,1868.52,739.748,759.416,729.086
clpX,ACIAD0535,lcl|CR543861.1_cds_CAG67461.1_476,840.127,841.407,868.574,827.245,738.94,862.056,516.024,483.039,522.631,674.982,695.647,734.57
N/A,ACIAD0536,lcl|CR543861.1_cds_CAG67462.1_477,75.8496,102.989,60.4847,41.6357,85.8501,79.3918,577.38,607.153,593.667,263.974,382.145,248.017
N/A,ACIAD0537,lcl|CR543861.1_cds_CAG67463.1_478,94.1225,82.0152,73.224,76.0529,77.9037,49.9691,94.6524,73.5966,127.514,101.046,97.3663,87.9313
fumA,ACIAD0538,lcl|CR543861.1_cds_CAG67464.1_479,259.494,232.115,260.993,284.767,235.968,286.386,184.883,156.613,191.413,41.4674,43.9277,35.4773
N/A,ACIAD0539,lcl|CR543861.1_cds_CAG67465.1_480,51.5874,36.8021,17.9009,14.4782,28.2074,16.206,51.0176,50.5756,46.8654,71.0569,103.605,45.8747
pta,ACIAD0540,lcl|CR543861.1_cds_CAG67466.1_481,62.4859,62.6959,67.3162,103.238,57.963,56.117,39.189,35.4428,41.779,185.373,122.111,178.729
ack,ACIAD0541,lcl|CR543861.1_cds_CAG67467.1_482,85.2144,61.974,86.8526,136.635,80.6528,59.1283,148.591,151.054,222.869,788.323,646.39,922.966
edd,ACIAD0542,lcl|CR543861.1_cds_CAG67468.1_483,1317.08,817.335,1075.47,1139.56,1139.79,1012.24,182.444,231.204,244.686,827.022,1044.78,762.689
eda,ACIAD0543,lcl|CR543861.1_cds_CAG67469.1_484,1233.36,660.504,1078.24,1140.06,1141.43,889.034,133.403,262.18,189.056,958.946,1047.74,815.765
gntT,ACIAD0544,lcl|CR543861.1_cds_CAG67470.1_485,475.832,273.739,426.415,370.549,489.373,414.332,63.5278,86.7674,89.1397,629.078,667.049,447.679
gntK,ACIAD0545,lcl|CR543861.1_cds_CAG67471.1_486,429.739,443.08,553.239,391.39,532.929,530.438,432.456,382.06,336.993,791.756,803.278,600.848
N/A,ACIAD0546,lcl|CR543861.1_cds_CAG67472.1_487,538.058,499.429,496.584,515.331,503.471,485.768,139.093,182.36,132.218,789.134,995.472,671.955
proA,ACIAD0547,lcl|CR543861.1_cds_CAG67473.1_488,259.059,241.793,261.844,395.643,256.65,225.293,123.659,151.52,194.7,197.349,172.198,184.771
N/A,ACIAD0549,lcl|CR543861.1_cds_CAG67474.1_489,64.1513,65.8369,88.4208,56.1453,60.3582,82.7452,261.723,354.911,431.688,710.138,902.526,584.366
N/A,ACIAD0550,lcl|CR543861.1_cds_CAG67475.1_490,135.304,104.549,106.316,112.122,123.682,94.7038,100.23,172.309,171.11,275.041,327.467,229.607
nagZ,ACIAD0551,lcl|CR543861.1_cds_CAG67476.1_491,98.9734,84.1566,45.8419,83.0749,95.0495,59.8603,52.9349,61.7052,68.2686,64.1822,65.4328,57.6869
prc,ACIAD0552,lcl|CR543861.1_cds_CAG67477.1_492,298.029,232.123,251.547,278.787,259.84,201.459,82.1978,102.53,117.0,192.469,173.565,196.055
N/A,ACIAD0553,lcl|CR543861.1_cds_CAG67478.1_493,51.5552,48.4764,29.4641,26.2706,49.7315,30.8273,42.4178,45.8213,36.2239,37.7132,44.8939,37.6117
N/A,ACIAD0554,lcl|CR543861.1_cds_CAG67479.1_494,70.0342,51.4724,28.4187,30.5567,48.922,40.9209,58.6539,30.7822,44.9693,90.7329,61.7556,99.203
N/A,ACIAD0555,lcl|CR543861.1_cds_CAG67480.1_495,663.631,603.286,988.409,1122.66,654.904,1292.97,3427.47,3001.35,4531.8,1019.79,1287.7,1063.84
ndk,ACIAD0556,lcl|CR543861.1_cds_CAG67481.1_496,1152.3,1080.73,1056.73,1206.16,1051.37,995.683,207.273,147.972,104.243,339.023,223.161,454.541
N/A,ACIAD0557,lcl|CR543861.1_cds_CAG67482.1_497,828.309,865.415,554.351,414.439,921.67,620.044,667.908,586.366,597.034,259.421,300.732,257.997
pilF,ACIAD0558,lcl|CR543861.1_cds_CAG67483.1_498,461.484,484.907,491.814,323.947,561.001,442.288,72.6819,93.2146,83.2277,187.248,185.704,197.826
N/A,ACIAD0560,lcl|CR543861.1_cds_CAG67484.1_499,410.874,360.653,434.569,444.388,457.004,387.123,37.3817,54.4808,42.8139,162.93,124.475,159.397
ispG,ACIAD0561,lcl|CR543861.1_cds_CAG67485.1_500,346.582,288.338,287.379,317.366,329.787,293.586,19.5487,35.6035,33.5026,139.684,110.301,146.664
hisS,ACIAD0562,lcl|CR543861.1_cds_CAG67486.1_501,554.105,470.039,443.455,469.678,516.444,461.169,42.306,48.1058,36.1281,161.752,156.366,177.519
N/A,ACIAD0563,lcl|CR543861.1_cds_CAG67487.1_502,287.302,277.055,243.598,318.155,268.614,226.372,27.8925,15.0114,39.3588,115.148,98.3947,136.087
N/A,ACIAD0564,lcl|CR543861.1_cds_CAG67488.1_503,823.0,669.333,623.11,696.059,730.986,639.912,152.642,134.123,139.494,373.06,289.614,419.045
N/A,ACIAD0565,lcl|CR543861.1_cds_CAG67489.1_504,664.077,484.968,376.598,388.344,682.965,372.072,37.5561,27.7566,45.9961,126.358,114.841,123.019
N/A,ACIAD0566,lcl|CR543861.1_cds_CAG67490.1_505,33.1588,28.8597,55.5684,50.3425,21.7918,45.3623,32.9468,26.6018,23.2796,35.8066,34.3062,31.9481
N/A,ACIAD0567,lcl|CR543861.1_cds_CAG67491.1_506,60.3852,54.2122,77.8567,51.6616,51.0424,86.3854,10.9531,25.5408,22.2982,52.0179,50.3285,53.227
N/A,ACIAD0568,lcl|CR543861.1_cds_CAG67492.1_507,38.9527,36.8175,85.2835,169.01,41.6981,109.286,31.3169,12.2218,0.0,26.8636,70.4033,35.98
N/A,ACIAD0569,lcl|CR543861.1_cds_CAG67493.1_508,36.8254,83.1977,107.197,33.791,63.398,72.8411,35.5794,13.8543,0.0,37.8846,31.6264,63.4883
N/A,ACIAD0570,lcl|CR543861.1_cds_CAG67494.1_509,83.2281,138.923,110.266,86.2856,117.727,128.927,8.54219,9.96285,17.4589,39.8742,21.2607,43.3756
N/A,ACIAD0571,lcl|CR543861.1_cds_CAG67495.1_510,112.578,121.096,97.5305,103.556,144.042,92.9643,31.0481,23.519,50.7604,26.1621,21.1958,28.172
N/A,ACIAD0572,lcl|CR543861.1_cds_CAG67496.1_511,139.384,160.853,96.5715,89.3226,150.932,105.952,54.3568,61.033,83.0528,42.8675,23.0531,28.6412
N/A,ACIAD0573,lcl|CR543861.1_cds_CAG67497.1_512,105.205,120.593,86.0911,66.1685,133.04,85.7109,15.2663,14.2375,27.9395,32.2173,19.451,26.4313
hutH,ACIAD0574,lcl|CR543861.1_cds_CAG67498.1_513,154.825,142.004,123.125,115.838,142.268,106.791,8.21811,5.74649,3.75016,20.8732,18.0699,13.7125
N/A,ACIAD0575,lcl|CR543861.1_cds_CAG67499.1_514,140.925,87.1282,73.0297,128.504,100.378,82.4595,4.09729,14.3336,6.30872,20.6531,5.61134,5.35925
N/A,ACIAD0576,lcl|CR543861.1_cds_CAG67500.1_515,129.139,128.858,88.0997,97.4575,150.173,111.435,10.838,15.7997,8.3023,26.7144,18.3697,27.1567
N/A,ACIAD0577,lcl|CR543861.1_cds_CAG67501.1_516,84.7569,82.0029,70.5804,50.9337,77.5015,57.7428,3.83651,3.19328,2.49845,13.0945,7.28553,11.9381
N/A,ACIAD0578,lcl|CR543861.1_cds_CAG67502.1_517,99.5081,99.1783,92.4203,98.8311,96.5121,82.3454,20.2111,15.3115,18.4588,59.7591,43.1672,86.8224
N/A,ACIAD0579,lcl|CR543861.1_cds_CAG67503.1_518,90.3251,77.3686,71.9803,83.0748,63.5891,43.9977,33.2558,38.7857,27.8244,48.0889,32.8832,55.6563
N/A,ACIAD0580,lcl|CR543861.1_cds_CAG67504.1_519,140.744,141.509,119.321,128.99,143.633,128.38,35.3554,41.208,44.0422,54.2429,49.3681,66.8985
N/A,ACIAD0581,lcl|CR543861.1_cds_CAG67505.1_520,134.527,106.566,65.0213,115.604,119.649,79.1524,16.2194,4.72836,24.9696,60.4254,47.1887,66.6756
fabG,ACIAD0582,lcl|CR543861.1_cds_CAG67506.1_521,293.253,238.738,233.159,263.935,246.965,221.224,26.7213,31.1578,43.9756,108.878,116.346,107.505
fabF,ACIAD0583,lcl|CR543861.1_cds_CAG67507.1_522,318.953,286.998,248.532,227.321,310.489,250.385,39.5432,42.2488,46.8311,118.727,99.0523,123.478
N/A,ACIAD0584,lcl|CR543861.1_cds_CAG67508.1_523,697.34,620.229,742.649,1030.28,671.075,781.199,380.822,244.005,251.336,310.604,257.988,344.912
N/A,ACIAD0585,lcl|CR543861.1_cds_CAG67509.1_524,188.718,129.199,143.211,145.83,124.558,99.5357,18.7016,29.9877,42.9142,77.7377,97.9186,82.2352
N/A,ACIAD0586,lcl|CR543861.1_cds_CAG67510.1_525,5.89479,22.4308,34.5109,9.09071,0.0,46.8044,19.0379,0.0,0.0,36.8202,12.9152,19.123
secF,ACIAD0587,lcl|CR543861.1_cds_CAG67511.1_526,311.522,257.802,272.537,312.464,305.993,240.115,18.7497,20.1757,19.7908,51.2299,35.7582,41.1535
secD,ACIAD0588,lcl|CR543861.1_cds_CAG67512.1_527,363.708,292.31,319.015,482.994,302.98,260.639,22.1848,21.1523,29.6383,81.2865,58.5996,69.2101
N/A,ACIAD0589,lcl|CR543861.1_cds_CAG67513.1_528,1074.87,1134.89,1342.65,1289.39,1185.41,1311.98,251.744,162.418,195.117,588.503,368.626,580.411
tgt,ACIAD0590,lcl|CR543861.1_cds_CAG67514.1_529,105.509,85.2253,99.8625,152.655,118.75,107.209,56.0243,36.7318,56.8858,57.7975,48.3682,55.5514
queA,ACIAD0591,lcl|CR543861.1_cds_CAG67515.1_530,107.463,91.6641,116.667,105.52,90.1783,104.06,76.0485,71.5399,79.2998,87.9131,96.457,94.2477
N/A,ACIAD0593,lcl|CR543861.1_cds_CAG67517.1_531,125.032,105.429,27.4558,43.74,114.348,75.502,895.464,718.885,1060.63,1125.61,1397.51,1243.79
N/A,ACIAD0595,lcl|CR543861.1_cds_CAG67518.1_532,191.505,254.767,88.4977,72.5676,224.251,106.405,356.182,368.329,360.437,182.395,176.433,183.024
glnE,ACIAD0596,lcl|CR543861.1_cds_CAG67519.1_533,179.303,158.783,144.18,156.912,188.308,144.694,56.9355,61.6412,73.5449,70.4249,71.1506,72.4125
ilvE,ACIAD0597,lcl|CR543861.1_cds_CAG67520.1_534,892.267,784.228,825.313,753.436,889.385,910.063,163.847,178.739,194.849,587.976,635.925,575.242
N/A,ACIAD0598,lcl|CR543861.1_cds_CAG67521.1_535,50.4531,50.1494,67.5625,64.5574,46.191,57.4244,56.0511,50.8225,52.2467,35.3808,21.932,35.5668
N/A,ACIAD0599,lcl|CR543861.1_cds_CAG67522.1_536,78.1955,97.321,93.0529,77.1562,68.1068,88.0851,68.5102,61.0698,65.5151,93.1055,112.415,86.0029
N/A,ACIAD0600,lcl|CR543861.1_cds_CAG67523.1_537,243.705,172.826,151.495,162.2,198.615,180.79,58.5892,56.9281,65.6329,152.704,114.384,146.803
N/A,ACIAD0601,lcl|CR543861.1_cds_CAG67524.1_538,123.388,131.882,128.452,112.026,144.51,125.743,67.0172,51.3487,58.4909,110.465,91.4905,88.0349
N/A,ACIAD0602,lcl|CR543861.1_cds_CAG67525.1_539,130.877,109.833,95.217,77.3542,140.731,103.339,22.5276,27.8043,30.2925,55.1951,54.1072,59.4778
N/A,ACIAD0603,lcl|CR543861.1_cds_CAG67526.1_540,70.1466,69.3118,29.3246,62.1441,58.4622,57.5382,45.0274,61.867,51.5202,62.4729,61.514,51.5647
N/A,ACIAD0604,lcl|CR543861.1_cds_CAG67527.1_541,150.54,198.286,218.471,106.37,139.623,213.17,1762.56,1756.01,1804.79,313.284,367.583,278.852
N/A,ACIAD0605,lcl|CR543861.1_cds_CAG67528.1_542,63.7035,84.2595,71.5088,17.7744,46.7969,59.48,32.5599,17.9812,23.5387,54.6062,46.0457,60.0428
N/A,ACIAD0606,lcl|CR543861.1_cds_CAG67529.1_543,83.2419,115.864,57.2447,53.1588,77.685,66.4478,16.9024,24.0866,25.8124,35.331,34.1132,45.0697
N/A,ACIAD0607,lcl|CR543861.1_cds_CAG67530.1_544,103.425,96.5821,93.1464,88.0307,84.0103,121.018,56.3552,31.7214,35.6208,82.2566,43.1681,73.5709
N/A,ACIAD0608,lcl|CR543861.1_cds_CAG67531.1_545,86.5605,345.572,274.558,102.06,166.325,245.382,123.512,179.721,313.369,330.308,259.537,312.271
aspS,ACIAD0609,lcl|CR543861.1_cds_CAG67532.1_546,385.959,326.322,323.838,443.462,341.114,320.007,30.686,18.6927,38.1719,100.105,76.1222,117.554
N/A,ACIAD0610,lcl|CR543861.1_cds_CAG67533.1_547,41.2675,36.9189,31.2285,24.9279,45.9234,25.8499,20.7581,17.602,17.2918,22.1443,19.0447,23.6899
N/A,ACIAD0611,lcl|CR543861.1_cds_CAG67534.1_548,32.3855,32.2254,28.7984,26.8966,26.5703,26.8693,18.8942,10.6536,12.969,74.215,72.5527,70.1996
N/A,ACIAD0612,lcl|CR543861.1_cds_CAG67535.1_549,26.3354,20.5071,12.5666,22.3185,22.9305,13.2646,39.6168,25.5687,37.9805,57.7094,52.2865,47.767
N/A,ACIAD0613,lcl|CR543861.1_cds_CAG67536.1_550,93.986,98.4237,77.9526,101.709,96.2563,67.6413,34.5913,40.3143,44.5327,89.3363,108.213,92.5763
N/A,ACIAD0614,lcl|CR543861.1_cds_CAG67537.1_551,118.189,76.3859,69.1452,177.567,109.544,80.4533,27.3448,61.6779,42.504,63.2456,0.0,50.7409
N/A,ACIAD0615,lcl|CR543861.1_cds_CAG67538.1_552,106.93,93.3025,100.836,107.702,108.788,84.68,15.1271,26.4581,11.6321,56.1311,54.2772,61.4063
N/A,ACIAD0616,lcl|CR543861.1_cds_CAG67539.1_553,91.8715,106.913,80.161,42.9155,97.4943,59.1766,184.423,206.984,240.582,152.807,128.138,111.581
N/A,ACIAD0618,lcl|CR543861.1_cds_CAG67540.1_554,25.7985,59.13,32.6796,63.2281,54.3647,29.1914,54.2813,70.3565,65.372,47.7018,49.7608,46.2708
N/A,ACIAD0620,lcl|CR543861.1_cds_CAG67541.1_555,47.4811,33.6321,59.0512,86.5817,49.4439,58.8625,37.2655,96.5689,57.3779,63.5121,34.0293,53.3925
N/A,ACIAD0621,lcl|CR543861.1_cds_CAG67542.1_556,16.5519,52.9666,45.8241,45.8082,30.0507,50.5486,144.872,116.659,105.971,50.9392,49.39,77.1497
N/A,ACIAD0622,lcl|CR543861.1_cds_CAG67543.1_557,22.1674,19.8038,10.8963,18.8093,15.2582,18.6444,19.8888,20.2958,53.2748,27.4642,23.5465,24.8796
acdA,ACIAD0623,lcl|CR543861.1_cds_CAG67544.1_558,79.7229,82.4016,104.345,80.2423,68.2694,77.8625,126.344,136.361,150.629,221.514,175.376,142.59
acdB,ACIAD0624,lcl|CR543861.1_cds_CAG67545.1_559,53.3693,88.547,74.4261,83.2233,68.0493,55.2237,387.846,420.995,534.719,170.396,204.57,122.874
N/A,ACIAD0625,lcl|CR543861.1_cds_CAG67546.1_560,113.134,103.033,122.054,108.244,87.5765,90.6162,297.392,339.315,363.124,272.894,257.948,279.705
baeS,ACIAD0626,lcl|CR543861.1_cds_CAG67547.1_561,55.187,52.7325,64.8379,51.4837,56.0291,48.9736,95.9005,81.6031,78.7077,69.3968,70.4525,76.7273
baeR,ACIAD0627,lcl|CR543861.1_cds_CAG67548.1_562,190.94,165.879,167.725,210.487,156.417,174.75,121.331,146.629,134.922,145.013,148.856,157.931
N/A,ACIAD0628,lcl|CR543861.1_cds_CAG67549.1_563,16.9406,15.5069,25.0195,19.0701,17.6302,33.2212,16.0532,23.3993,12.356,19.3658,10.9863,19.4945
N/A,ACIAD0629,lcl|CR543861.1_cds_CAG67550.1_564,51.6426,41.9979,50.6716,61.1364,46.4801,52.9641,16.9289,19.7297,33.8909,41.9538,35.6425,35.4675
N/A,ACIAD0630,lcl|CR543861.1_cds_CAG67551.1_565,338.135,298.62,390.868,475.659,345.381,394.325,100.644,125.399,125.092,567.664,533.471,551.618
N/A,ACIAD0631,lcl|CR543861.1_cds_CAG67552.1_566,76.543,115.994,139.771,101.992,77.2787,100.327,231.876,195.953,263.205,213.61,327.497,221.617
N/A,ACIAD0632,lcl|CR543861.1_cds_CAG67553.1_567,54.4136,62.2425,38.2804,90.7118,56.0692,49.0463,37.5906,60.8783,60.6435,53.4353,50.6757,55.2031
N/A,ACIAD0633,lcl|CR543861.1_cds_CAG67554.1_568,54.429,43.193,26.7638,49.7727,27.2866,52.9429,8.30077,9.68097,8.48013,36.9822,20.646,44.1827
N/A,ACIAD0634,lcl|CR543861.1_cds_CAG67555.1_569,91.4394,122.323,96.2686,83.628,96.7748,113.815,113.33,98.2647,107.682,117.482,113.566,103.433
trpF,ACIAD0635,lcl|CR543861.1_cds_CAG67556.1_570,206.146,195.423,248.648,287.885,225.028,208.766,42.8804,42.1087,51.7721,191.711,173.689,192.529
trpB,ACIAD0636,lcl|CR543861.1_cds_CAG67557.1_571,306.968,231.995,252.345,323.966,275.312,274.544,23.3286,33.6648,21.9908,193.004,125.42,188.15
N/A,ACIAD0638,lcl|CR543861.1_cds_CAG67558.1_572,52.6708,79.3966,44.4232,41.7246,74.0466,66.0243,59.7482,73.3475,67.5616,46.2177,40.6501,56.1733
N/A,ACIAD0639,lcl|CR543861.1_cds_CAG67559.1_573,69.3335,79.1587,50.4765,44.9153,47.9765,60.6556,47.7056,64.8768,50.4875,65.2788,108.214,49.9711
N/A,ACIAD0640,lcl|CR543861.1_cds_CAG67560.1_574,73.915,66.5332,49.4947,105.897,69.0768,52.7264,24.4227,43.6576,57.135,84.2578,146.443,95.4266
N/A,ACIAD0641,lcl|CR543861.1_cds_CAG67561.1_575,28.8969,43.7502,25.0936,18.9934,34.2123,31.3217,17.656,24.9904,19.2148,70.125,62.431,66.321
trpA,ACIAD0642,lcl|CR543861.1_cds_CAG67562.1_576,878.04,605.644,1052.97,1136.22,710.016,954.58,141.075,194.002,237.477,971.964,1022.65,986.178
accD,ACIAD0643,lcl|CR543861.1_cds_CAG67563.1_577,728.187,561.344,648.273,772.373,494.462,648.45,72.7782,84.8443,84.471,505.16,443.707,539.879
folC,ACIAD0644,lcl|CR543861.1_cds_CAG67564.1_578,320.497,250.748,294.535,310.232,283.608,307.938,80.911,66.496,97.9067,183.495,153.047,191.036
N/A,ACIAD0645,lcl|CR543861.1_cds_CAG67565.1_579,501.291,385.731,406.904,369.455,386.484,416.14,60.4597,91.7854,68.5892,261.389,233.576,265.502
N/A,ACIAD0646,lcl|CR543861.1_cds_CAG67566.1_580,41.3666,46.7135,44.188,47.9152,31.9138,37.9078,8.76007,14.2984,10.6972,23.3368,40.0284,32.6395
N/A,ACIAD0647,lcl|CR543861.1_cds_CAG67567.1_581,179.004,152.208,190.266,223.165,128.853,182.93,149.613,182.652,218.147,507.918,450.11,457.487
secA,ACIAD0648,lcl|CR543861.1_cds_CAG67568.1_582,597.483,670.477,417.833,411.122,601.053,332.603,87.9896,81.7021,86.3211,131.269,116.565,138.078
N/A,ACIAD0649,lcl|CR543861.1_cds_CAG67569.1_583,105.609,65.5193,202.969,351.938,92.5984,198.653,161.596,188.436,241.023,586.309,539.546,787.441
argJ,ACIAD0650,lcl|CR543861.1_cds_CAG67570.1_584,341.829,480.925,429.034,344.017,416.714,558.626,360.194,349.212,271.717,408.828,406.165,434.005
nadA,ACIAD0651,lcl|CR543861.1_cds_CAG67571.1_585,87.9562,66.9247,92.6725,93.5242,80.1481,110.755,141.925,133.851,135.655,92.1783,76.838,100.371
N/A,ACIAD0653,lcl|CR543861.1_cds_CAG67572.1_586,130.048,148.506,121.637,136.967,157.524,144.17,14.4304,21.0374,5.54598,73.7154,56.6412,104.98
N/A,ACIAD0654,lcl|CR543861.1_cds_CAG67573.1_587,42.1214,55.0967,33.3904,36.3696,47.1725,46.6342,49.7079,45.0622,38.6863,77.1098,51.6531,71.0179
N/A,ACIAD0655,lcl|CR543861.1_cds_CAG67574.1_588,107.078,175.799,95.5598,66.9122,106.613,122.289,133.565,138.458,165.439,200.666,217.991,161.289
rpoN,ACIAD0657,lcl|CR543861.1_cds_CAG67575.1_589,168.453,201.465,147.821,93.8371,156.211,129.813,427.438,452.68,434.97,203.622,215.432,193.464
N/A,ACIAD0658,lcl|CR543861.1_cds_CAG67576.1_590,2984.16,6317.68,8910.39,2610.39,3558.47,12905.7,25470.9,18224.4,21893.4,79461.2,50098.8,85272.3
N/A,ACIAD0659,lcl|CR543861.1_cds_CAG67577.1_591,643.463,505.597,1172.79,728.11,585.402,1564.11,522.911,410.057,604.408,734.964,748.381,781.409
murA,ACIAD0660,lcl|CR543861.1_cds_CAG67578.1_592,361.799,272.337,399.228,361.803,303.614,429.758,28.7697,32.2902,50.2907,229.36,200.656,262.41
hisG,ACIAD0661,lcl|CR543861.1_cds_CAG67579.1_593,245.868,231.731,244.84,204.235,198.218,253.261,30.8841,25.7244,37.1036,128.401,105.688,153.034
hisD,ACIAD0663,lcl|CR543861.1_cds_CAG67580.1_594,212.326,184.179,229.742,234.839,214.513,222.173,179.543,168.37,164.933,131.539,141.901,148.532
hisC,ACIAD0664,lcl|CR543861.1_cds_CAG67581.1_595,111.142,102.084,145.106,151.947,103.397,116.744,17.656,30.8706,23.0578,54.9901,53.1508,60.7556
pabB,ACIAD0665,lcl|CR543861.1_cds_CAG67582.1_596,34.5339,24.1697,30.6762,20.0602,23.7974,30.2576,2.03159,5.91959,7.73123,19.8227,25.7647,19.2081
N/A,ACIAD0666,lcl|CR543861.1_cds_CAG67583.1_597,227.506,281.936,293.624,164.75,217.908,366.387,1694.91,1901.01,2090.55,5347.42,6419.82,4512.21
N/A,ACIAD0667,lcl|CR543861.1_cds_CAG67584.1_598,51.4963,53.394,74.1349,51.5802,59.2135,59.0488,163.913,226.518,299.929,310.711,347.617,257.251
N/A,ACIAD0668,lcl|CR543861.1_cds_CAG67585.1_599,45.2257,46.0029,62.6664,61.8463,67.5173,61.2776,133.74,183.625,167.423,329.53,366.543,316.304
N/A,ACIAD0669,lcl|CR543861.1_cds_CAG67586.1_600,38.6623,43.2326,31.4597,26.3059,36.7812,41.7875,36.5539,49.8506,48.4959,146.34,151.775,137.292
N/A,ACIAD0671,lcl|CR543861.1_cds_CAG67588.1_601,45.3238,46.5272,30.8108,23.7098,44.7671,38.5892,71.0618,81.1139,76.7546,95.4335,109.159,82.8702
N/A,ACIAD0672,lcl|CR543861.1_cds_CAG67589.1_602,70.0644,84.7872,63.9287,40.8979,68.4756,63.2501,90.4455,107.742,114.072,197.939,207.736,157.458
N/A,ACIAD0673,lcl|CR543861.1_cds_CAG67590.1_603,117.252,136.639,167.916,114.93,132.028,181.285,144.471,151.651,172.764,170.902,207.965,191.144
N/A,ACIAD0674,lcl|CR543861.1_cds_CAG67591.1_604,101.658,107.501,125.306,118.239,75.2197,91.3428,290.8,312.378,425.694,169.283,222.75,179.715
N/A,ACIAD0675,lcl|CR543861.1_cds_CAG67592.1_605,77.6796,64.6663,71.9803,68.7516,93.5133,98.5548,214.651,179.825,250.42,247.939,308.28,234.993
N/A,ACIAD0677,lcl|CR543861.1_cds_CAG67593.1_606,158.071,174.642,182.817,230.055,161.65,198.065,55.1176,48.2066,63.229,102.529,120.975,104.572
uppP,ACIAD0678,lcl|CR543861.1_cds_CAG67594.1_607,193.389,144.746,178.276,123.919,155.314,209.49,12.2641,26.5542,18.7202,97.2369,61.2199,94.0404
N/A,ACIAD0679,lcl|CR543861.1_cds_CAG67595.1_608,53.7198,48.2557,58.9769,50.4768,52.0168,78.2573,16.0555,16.6391,29.957,27.7387,32.3759,37.5196
N/A,ACIAD0681,lcl|CR543861.1_cds_CAG67596.1_609,464.555,441.461,427.346,405.657,446.662,460.531,219.438,216.154,248.684,270.656,271.249,260.095
N/A,ACIAD0682,lcl|CR543861.1_cds_CAG67597.1_610,180.372,168.858,144.956,158.837,177.092,139.372,29.5201,32.3921,39.7565,85.4861,85.169,98.3214
N/A,ACIAD0683,lcl|CR543861.1_cds_CAG67598.1_611,1735.16,1343.11,1495.95,1174.2,1520.53,2179.78,3927.85,3847.22,4509.56,1923.91,1651.29,2331.87
N/A,ACIAD0684,lcl|CR543861.1_cds_CAG67599.1_612,10.635,25.6804,15.0474,0.0,0.0,0.0,17.0826,0.0,0.0,14.0293,0.0,11.5045
rpe,ACIAD0685,lcl|CR543861.1_cds_CAG67600.1_613,170.015,158.377,138.807,137.546,169.901,239.332,88.2404,56.5936,94.4455,145.461,159.276,156.298
N/A,ACIAD0686,lcl|CR543861.1_cds_CAG67601.1_614,610.574,1152.76,692.632,779.948,791.807,1160.24,2155.27,1713.05,2189.0,944.205,732.943,928.027
pcoA,ACIAD0687,lcl|CR543861.1_cds_CAG67602.1_615,90.6265,106.705,165.439,180.663,73.9323,112.868,196.711,243.728,245.742,40.9978,31.6449,37.6563
